Dataset Name,Observation Date,Series Key,Series Display Name,Observation Value,Unit,Observation Status,Observation Status Comment,Sequence No.,Series name
Gold and Foreign Exchange Reserves of Pakistan,31-Jan-08,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),12319,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,31-Jan-08,TS_GP_EXT_PAKRES_M.Z00012,....... Cash Foreign Currency (6),51,Million USD,Normal,,6,Cash Foreign Currency with SBP-BSC
Gold and Foreign Exchange Reserves of Pakistan,31-Jan-08,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),1686,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Jan-08,TS_GP_EXT_PAKRES_M.Z00017,....... FE-25 deposits (12),4001,Million USD,Normal,,12,FE-25 deposits of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Jan-08,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),-173,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Jan-08,TS_GP_EXT_PAKRES_M.Z00019,....... Placement abroad (other than FE-25) (14),281,Million USD,Normal,,14,Place abroad(other than FE-25) of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Jan-08,TS_GP_EXT_PAKRES_M.Z00021,....... Trade Finance (15),1879,Million USD,Normal,,15,Trade Finance from FCA
Gold and Foreign Exchange Reserves of Pakistan,31-Jan-08,TS_GP_EXT_PAKRES_M.Z00022,....... FE-25 Placements in Pakistan (16),10,Million USD,Normal,,16,FE-25 Placements of banks in Pakistan
Gold and Foreign Exchange Reserves of Pakistan,31-Jan-08,TS_GP_EXT_PAKRES_M.Z00023,....... Others (17),534,Million USD,Normal,,17,FE-25 utilization-Others
Gold and Foreign Exchange Reserves of Pakistan,31-Jan-08,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),16179,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,31-Dec-07,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),1732,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Dec-07,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),13430,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Dec-07,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),214,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,31-Dec-07,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),13173,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,31-Dec-07,TS_GP_EXT_PAKRES_M.Z00012,....... Cash Foreign Currency (6),43,Million USD,Normal,,6,Cash Foreign Currency with SBP-BSC
Gold and Foreign Exchange Reserves of Pakistan,31-Dec-07,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),1892,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Dec-07,TS_GP_EXT_PAKRES_M.Z00017,....... FE-25 deposits (12),3998,Million USD,Normal,,12,FE-25 deposits of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Dec-07,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),-145,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Dec-07,TS_GP_EXT_PAKRES_M.Z00019,....... Placement abroad (other than FE-25) (14),352,Million USD,Normal,,14,Place abroad(other than FE-25) of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Dec-07,TS_GP_EXT_PAKRES_M.Z00021,....... Trade Finance (15),1753,Million USD,Normal,,15,Trade Finance from FCA
Gold and Foreign Exchange Reserves of Pakistan,31-Dec-07,TS_GP_EXT_PAKRES_M.Z00022,....... FE-25 Placements in Pakistan (16),25,Million USD,Normal,,16,FE-25 Placements of banks in Pakistan
Gold and Foreign Exchange Reserves of Pakistan,31-Dec-07,TS_GP_EXT_PAKRES_M.Z00023,....... Others (17),535,Million USD,Normal,,17,FE-25 utilization-Others
Gold and Foreign Exchange Reserves of Pakistan,31-Dec-07,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),17054,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,30-Nov-07,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),1622,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Nov-07,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),13599,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Nov-07,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),220,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,30-Nov-07,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),13316,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,30-Nov-07,TS_GP_EXT_PAKRES_M.Z00012,....... Cash Foreign Currency (6),63,Million USD,Normal,,6,Cash Foreign Currency with SBP-BSC
Gold and Foreign Exchange Reserves of Pakistan,30-Nov-07,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),2242,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Nov-07,TS_GP_EXT_PAKRES_M.Z00017,....... FE-25 deposits (12),3928,Million USD,Normal,,12,FE-25 deposits of banks
Gold and Foreign Exchange Reserves of Pakistan,30-Nov-07,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),117,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,30-Nov-07,TS_GP_EXT_PAKRES_M.Z00019,....... Placement abroad (other than FE-25) (14),348,Million USD,Normal,,14,Place abroad(other than FE-25) of banks
Gold and Foreign Exchange Reserves of Pakistan,30-Nov-07,TS_GP_EXT_PAKRES_M.Z00021,....... Trade Finance (15),1788,Million USD,Normal,,15,Trade Finance from FCA
Gold and Foreign Exchange Reserves of Pakistan,30-Nov-07,TS_GP_EXT_PAKRES_M.Z00022,....... FE-25 Placements in Pakistan (16),30,Million USD,Normal,,16,FE-25 Placements of banks in Pakistan
Gold and Foreign Exchange Reserves of Pakistan,30-Nov-07,TS_GP_EXT_PAKRES_M.Z00023,....... Others (17),333,Million USD,Normal,,17,FE-25 utilization-Others
Gold and Foreign Exchange Reserves of Pakistan,30-Nov-07,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),17463,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,31-Oct-07,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),1634,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Oct-07,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),14607,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Oct-07,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),218,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,31-Oct-07,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),14322,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,31-Oct-07,TS_GP_EXT_PAKRES_M.Z00012,....... Cash Foreign Currency (6),67,Million USD,Normal,,6,Cash Foreign Currency with SBP-BSC
Gold and Foreign Exchange Reserves of Pakistan,31-Oct-07,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),2460,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Oct-07,TS_GP_EXT_PAKRES_M.Z00017,....... FE-25 deposits (12),3921,Million USD,Normal,,12,FE-25 deposits of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Oct-07,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),-50,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Oct-07,TS_GP_EXT_PAKRES_M.Z00019,....... Placement abroad (other than FE-25) (14),462,Million USD,Normal,,14,Place abroad(other than FE-25) of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Oct-07,TS_GP_EXT_PAKRES_M.Z00021,....... Trade Finance (15),1720,Million USD,Normal,,15,Trade Finance from FCA
Gold and Foreign Exchange Reserves of Pakistan,31-Oct-07,TS_GP_EXT_PAKRES_M.Z00022,....... FE-25 Placements in Pakistan (16),27,Million USD,Normal,,16,FE-25 Placements of banks in Pakistan
Gold and Foreign Exchange Reserves of Pakistan,31-Oct-07,TS_GP_EXT_PAKRES_M.Z00023,....... Others (17),126,Million USD,Normal,,17,FE-25 utilization-Others
Gold and Foreign Exchange Reserves of Pakistan,31-Oct-07,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),18701,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-07,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),1535,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-07,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),14277,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-07,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),216,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-07,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),14011,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-07,TS_GP_EXT_PAKRES_M.Z00012,....... Cash Foreign Currency (6),50,Million USD,Normal,,6,Cash Foreign Currency with SBP-BSC
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-07,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),2854,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-07,TS_GP_EXT_PAKRES_M.Z00017,....... FE-25 deposits (12),3830,Million USD,Normal,,12,FE-25 deposits of banks
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-07,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),159,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-07,TS_GP_EXT_PAKRES_M.Z00019,....... Placement abroad (other than FE-25) (14),617,Million USD,Normal,,14,Place abroad(other than FE-25) of banks
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-07,TS_GP_EXT_PAKRES_M.Z00021,....... Trade Finance (15),1597,Million USD,Normal,,15,Trade Finance from FCA
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-07,TS_GP_EXT_PAKRES_M.Z00022,....... FE-25 Placements in Pakistan (16),23,Million USD,Normal,,16,FE-25 Placements of banks in Pakistan
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-07,TS_GP_EXT_PAKRES_M.Z00023,....... Others (17),132,Million USD,Normal,,17,FE-25 utilization-Others
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-07,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),18666,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-07,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),1389,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-07,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),14165,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-07,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),212,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-07,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),13888,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-07,TS_GP_EXT_PAKRES_M.Z00012,....... Cash Foreign Currency (6),65,Million USD,Normal,,6,Cash Foreign Currency with SBP-BSC
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-07,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),2693,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-07,TS_GP_EXT_PAKRES_M.Z00017,....... FE-25 deposits (12),3790,Million USD,Normal,,12,FE-25 deposits of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-07,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),38,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-07,TS_GP_EXT_PAKRES_M.Z00019,....... Placement abroad (other than FE-25) (14),492,Million USD,Normal,,14,Place abroad(other than FE-25) of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-07,TS_GP_EXT_PAKRES_M.Z00021,....... Trade Finance (15),1524,Million USD,Normal,,15,Trade Finance from FCA
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-07,TS_GP_EXT_PAKRES_M.Z00022,....... FE-25 Placements in Pakistan (16),42,Million USD,Normal,,16,FE-25 Placements of banks in Pakistan
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-07,TS_GP_EXT_PAKRES_M.Z00023,....... Others (17),61,Million USD,Normal,,17,FE-25 utilization-Others
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-07,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),18247,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-07,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),1375,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-07,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),13390,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-07,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),212,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-07,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),13121,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-07,TS_GP_EXT_PAKRES_M.Z00012,....... Cash Foreign Currency (6),57,Million USD,Normal,,6,Cash Foreign Currency with SBP-BSC
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-07,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),3033,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-07,TS_GP_EXT_PAKRES_M.Z00017,....... FE-25 deposits (12),3781,Million USD,Normal,,12,FE-25 deposits of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-07,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),221,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-07,TS_GP_EXT_PAKRES_M.Z00019,....... Placement abroad (other than FE-25) (14),564,Million USD,Normal,,14,Place abroad(other than FE-25) of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-07,TS_GP_EXT_PAKRES_M.Z00021,....... Trade Finance (15),1403,Million USD,Normal,,15,Trade Finance from FCA
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-07,TS_GP_EXT_PAKRES_M.Z00022,....... FE-25 Placements in Pakistan (16),54,Million USD,Normal,,16,FE-25 Placements of banks in Pakistan
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-07,TS_GP_EXT_PAKRES_M.Z00023,....... Others (17),76,Million USD,Normal,,17,FE-25 utilization-Others
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-07,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),17798,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-07,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),1344,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-07,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),14333,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-07,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),212,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-07,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),14063,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-07,TS_GP_EXT_PAKRES_M.Z00012,....... Cash Foreign Currency (6),58,Million USD,Normal,,6,Cash Foreign Currency with SBP-BSC
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-07,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),3213,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-07,TS_GP_EXT_PAKRES_M.Z00017,....... FE-25 deposits (12),3755,Million USD,Normal,,12,FE-25 deposits of banks
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-07,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),353,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-07,TS_GP_EXT_PAKRES_M.Z00019,....... Placement abroad (other than FE-25) (14),668,Million USD,Normal,,14,Place abroad(other than FE-25) of banks
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-07,TS_GP_EXT_PAKRES_M.Z00021,....... Trade Finance (15),1454,Million USD,Normal,,15,Trade Finance from FCA
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-07,TS_GP_EXT_PAKRES_M.Z00022,....... FE-25 Placements in Pakistan (16),51,Million USD,Normal,,16,FE-25 Placements of banks in Pakistan
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-07,TS_GP_EXT_PAKRES_M.Z00023,....... Others (17),58,Million USD,Normal,,17,FE-25 utilization-Others
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-07,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),18890,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,31-May-07,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),1268,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,31-May-07,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),11909,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-May-07,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),215,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,31-May-07,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),11653,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,31-May-07,TS_GP_EXT_PAKRES_M.Z00012,....... Cash Foreign Currency (6),41,Million USD,Normal,,6,Cash Foreign Currency with SBP-BSC
Gold and Foreign Exchange Reserves of Pakistan,31-May-07,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),2450,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-May-07,TS_GP_EXT_PAKRES_M.Z00017,....... FE-25 deposits (12),3664,Million USD,Normal,,12,FE-25 deposits of banks
Gold and Foreign Exchange Reserves of Pakistan,31-May-07,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),75,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,31-May-07,TS_GP_EXT_PAKRES_M.Z00019,....... Placement abroad (other than FE-25) (14),392,Million USD,Normal,,14,Place abroad(other than FE-25) of banks
Gold and Foreign Exchange Reserves of Pakistan,31-May-07,TS_GP_EXT_PAKRES_M.Z00021,....... Trade Finance (15),1487,Million USD,Normal,,15,Trade Finance from FCA
Gold and Foreign Exchange Reserves of Pakistan,31-May-07,TS_GP_EXT_PAKRES_M.Z00022,....... FE-25 Placements in Pakistan (16),61,Million USD,Normal,,16,FE-25 Placements of banks in Pakistan
Gold and Foreign Exchange Reserves of Pakistan,31-May-07,TS_GP_EXT_PAKRES_M.Z00023,....... Others (17),133,Million USD,Normal,,17,FE-25 utilization-Others
Gold and Foreign Exchange Reserves of Pakistan,31-May-07,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),15627,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-07,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),1268,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-07,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),11643,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-07,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),218,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-07,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),11374,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-07,TS_GP_EXT_PAKRES_M.Z00012,....... Cash Foreign Currency (6),51,Million USD,Normal,,6,Cash Foreign Currency with SBP-BSC
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-07,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),2483,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-07,TS_GP_EXT_PAKRES_M.Z00017,....... FE-25 deposits (12),3626,Million USD,Normal,,12,FE-25 deposits of banks
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-07,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),125,Million USD,Normal,,13,Trade Nostro of banks
